n12913851,业务员代刷7.79亿元保费 南山人寿遭重罚
n13738511,快筛阳引争议 专家建议“医病共享决策”
n13738514,三剂快筛阴免隔离 可扩及确诊者家人
n13738510,长照机构致死率仅1% 陈时中：情况稳定
n13738516,台疫情升温 无薪假人数破1.5万人
n13738521,防疫松绑目标 陈时中：疫情下正常生活
n13738547,台湾虎航重启组员培训 提前布局边境解封
n13738473,张锡：没有看坏台股的理由
n13738558,华视七度出包 NCC：主因在人力、设备操作
n13738559,台经部补助餐饮业行销 最高10万
n13738561,数通法草案 NCC：6月底提出
n13738563,台立院初审通过 类烟品从高课税
n13738554,台北书展如期举办 立委：退展书商应有补助
n13738557,台国中会考周末登场 不能应试考生可补考
n13738555,加码券总检讨 立委吁各部会改善
n13738527,“0+7”5／17起上路 确诊者家人打三剂疫苗免居隔
n13738502,排除中俄 台等APEC7成员拟建新CBPR架构
n13738515,快筛剂已征用列防疫物资 法务部：严查囤积抬价
n13738512,卫福部核发快筛EUA 国内7月破1500万剂
n13738572,青安利息 国库恐难再吸收
n13738570,中共渗透国营企业 台酒主任擅与中签约
n13738500,陈明通证实：中共培植台网红进行认知作战
n13738545,美日或谈半导体合作 专家：台供应链仍不可替代
n13738498,台国安局长：中共武统含钓鱼台 日本也是当事者
n13738720,加州教堂枪案 警方：华人枪手仇恨台湾人
n13738977,台湾新闻自由获国际肯定 驻台外媒持续增长
n13738973,台湾参与WHA受瞩 世卫：13国提案挺台出席
n13738960,波兰经发部次长抵台访问 参加经贸咨商会议
n13739071,南加州台湾长老教会枪击案 蔡英文谴责暴力
n13739159,蔡政府施政6年体检 民众党团吁制定明确防疫政策
n13739141,逾7成企业认净零带来威胁 环团吁政策贴合产业需求
n13739178,代工价涨幅高于台积电 外媒：因三星良率较低
n13739182,世卫大会22日登场 13友邦提案挺台参与
n13739180,促进台波合作商机 波兰经发部次长访台
n13739202,蔡政府执政六周年 时力盘点跳票政策
n13739187,疫情冲击客运 10亿纾困贷款开放业者申请
n13739217,调整分流收治原则 住院限“中重症”
n13739221,未告知TOCC将受罚 立委拟推法保障救护人员
n13739225,实名制快筛已售近3.5万剂 第二轮拟下周开卖
n13739231,进口个人用快筛试剂 台经部澄清：无须付费申报
n13739259,美教会枪杀事件 凶嫌动机疑为仇视台湾
n13739271,3+4居隔不理赔？产险业再现新一波纠纷
n13739269,凤梨释迦销售成果 陈吉仲：目标达成96%
n13739300,台医、牙、中医系二阶甄试 轻症确诊考生可参加
n13739298,组团赴中协调解禁释迦？ 陈吉仲：检疫平台谈
n13739296,推“无必修、全选修”课程 华梵创全台大学首例
n13739295,大创木筷检出违规着色剂 全数退运销毁
n13739293,三读通过 因威权致死 可获1200万赔偿
n13739291,台湾首府大学拟停办 教团忧损受教权
n13739289,称台湾原创却放中国盗录片 TV Pay被起诉
n13739277,台环保署将修法 立委：三输
n13739234,台航空业征才迎解封 调查：7成上班族有“航空梦”
n13739219,质疑永丰金控涉违法中资 民团吁监院弹劾失职官员
n13739227,台房地合一税达322亿 法人贡献超个人
n13739207,2022年前景光明 广达董座林百里：但非坦途
n13739189,台湾人在上海：门铃一响就紧张 随时想逃离
n13739521,美国东盟升级双边关系 台湾供应链将受益
n13739661,拉丁美洲及加勒比海20国 挺台参与世卫组织
n13739645,吴钊燮：面对中共军事威胁 台须强化全民防卫
n13739706,罗马尼亚国会议员公开挺台参与世卫大会
n13739801,加州教会枪击案 郑达志挡弹牺牲 民众缅怀
n13739854,服务业惨淡 许舒博：4、5月业绩平均衰退5成
n13739890,台公务员拒加班换嘉奖 促工时上限入法
n13739889,拼电子支付市占率 台欧付宝拟增资最高1,500万股
n13739887,通膨长期化 台经院点出四大因素
n13739923,台湾产业需才孔亟 中高龄任用及职业训练成关键
n13739934,台外长: 台湾与北约未来应有合作空间
n13739960,65岁以上快筛阳性就医 避免进入美食街、与他人交谈
n13739952,台240名确诊医护 召回前线
n13739956,李鸿钧：全心投入监院工作 积极进行人权外交
n13739941,立院协商国安法修法 拟20日拼三读
n13739943,遭疑隐匿染疫死亡数 陈时中：不会有盖牌问题
n13739944,餐饮补助门槛高 台立委吁直接补助
n13739946,本周五起 违规寄非洲猪瘟疫区肉品回台将开罚
n13739950,布局九合一 国民党征召张善政投入桃园市长选战
n13740003,美对台军售限缩 美商会忧台防御力弱
n13739989,预测2027年中共侵台 美前印太司令：观点至今不变
n13739954,外媒统整周文伟事件中共官媒报导 揭政治操作手法
n13740031,端午再发起不加班 台铁工会：不出勤人数更多
n13740030,端午连假3类路段易塞 公总推公共运输优惠
n13740028,国中小代理师薪资未给足 台教团吁监院纠正
n13740018,台学者：机器人对人力产生排挤效应 男性制造业就业、薪资受影响
n13740024,刺激台北书展买气 文化部推2千万元购书抵用券
n13739949,美国重申：强烈支持台湾出席WHA
n13740040,台防疫险乱不完 立委吁金管会拿出态度
n13740042,美加州枪击案 台基进：统派团体应列恐怖组织
n13739986,台湾教会呼吁 政府应禁止和统会成员入境
n13740190,布林肯发声明 强烈敦促世卫邀台湾参加WHA
n13740374,欧洲34国议员致函谭德塞 挺台参与世卫大会
n13740395,加拿大总理：挺台纳入国际多边场域与机构
n13740493,章诒和谈言论紧缩：社会不可理喻但我不怕
n13740503,台军45重点营区 将建置中科院无人机防御系统
n13740547,谢金河：中共将成拉下全球经济的主要力量
n13740583,拜登将展开亚洲之行 加强与盟友合作
n13740633,10月出席APEC会议 财长：适时争取加入CPTPP
n13740659,台国军将于45处营区 建置无人机防御系统
n13740658,台湾纳印太经济架构首轮名单？台外交部：持续争取
n13740705,欧洲1504议员挺台入WHA
n13740717,台股重挫276点 苏建荣：两因素可支撑走势
n13740706,防疫延长赛 台立委吁延长纾困加强振兴
n13740708,5岁以下幼儿 指挥中心：出现抽搐、意识不佳等6症状快送医
n13740710,WHA将至 台尚未收到邀请函
n13740730,学校防疫负担重 台国策会吁正视教师困境
n13740729,再推自营者生活补贴？台劳长：行政院通盘考量
n13740688,台经长：台商目前复工约5成 希望6月全面复工
n13740725,总统就职6周年 台府：仍以防疫为优先
n13740678,加入IPEF？台经长：台美有直接联系管道
n13740772,居家照护采新冠用药才理赔？ 台保险局长亲上火线解释四大争议
n13740773,台确诊康复 3个月内免再匡列
n13740768,疫情冲击内需 台国发会松口政院评估提纾困 餐饮观光客运自提振兴措施
n13740824,台环署公布碳盘查指引
n13740826,提高房租扣除额？ 台财长：会通盘评估
n13740828,台铁公司化协商仍未果 交长：应变计划已精致化
n13740822,台房市三箭缺两箭 民团吁政府实现承诺
n13740818,高铁完成转向架测试设备 获欧盟认证
n13740820,北台推案缩水供给不够 房价难反转
n13740871,台政院修矿业法删霸王条款 新增原住民咨商同意
n13740664,拜登亚洲行 中共出动“战狼” 朝鲜或有异动
n13740823,劳资协商四大议题 台铁工会：不加班活动仍持续
n13740907,音象公司行销依附公益团体 公平会开罚200万元
n13740712,印太经济架构将启动 过半美参议员吁纳入台湾
n13740959,中共剥离高官海外资产 分析：为攻台做准备
n13741297,国防专家：中共核建设或是侵台战略的一环
n13741265,台湾穿山甲捷克亮相 布拉格市长：不要猫熊
n13741398,德国国会首度通过决议 支持台湾参与世卫
n13741422,关颖珊：若任美大使鼓励伯利兹巩固与台关系
n13741522,邓姓主管与中方签约 台酒：涉国安已移送检调
n13741441,卫星照显示：中共以日本空中预警机为假想敌
n13741544,美军两岸兵推 大量无人机是防御共军关键
n13741566,毕业季逢疫情升温 台九成新鲜人抢就业
n13741542,中呛美勿打台湾牌 苏利文：美关切台海紧张升级
n13741540,世界半导体理事高峰会 刘德音蝉联全球主席
n13741564,台国健署推数位绘本 引导孩童认识失智症
n13741563,台全志盟支持不全国停课 吁体谅双薪家庭
n13741559,台民调：逾6成支持与病毒共存 仅1成偏好动态清零
n13741565,确诊如何请假  劳动部：事后30天内补提居隔书
n13741555,拜登访韩国三星 台经长：不影响台半导体业
n13741574,台立院三读 借人头给违法中资最重罚2,500万
n13741572,李诗钦：估台商5月底全面复工 重建市场是大挑战
n13741557,快筛阳视同确诊　指挥中心拟再扩大对象
n13741576,台育儿津贴再加码 第一胎提高至5千元
n13741561,德国会首度决议 压倒性挺台参与WHA
n13741587,印太架构 专家：美不会邀台湾
n13741585,台央行：国际美元走强 Q1金融帐净流出创新高
n13741579,蔡英文执政6周年 台湾基进：让台湾远离中共
n13741598,央行紧缩与本土疫情升温 台湾景气展望下滑
n13741600,“争取国际支持” 台跨党立委组团赴日内瓦
n13741599,蓝智库：台湾今年经济成长“保4”困难
n13741654,陈正祺率团访问立陶宛 顺道拜会欧盟
n13741597,台社团吁将和统会列恐怖组织 严办在台分支机构
n13741583,台国安法三读 经济间谍最重关12年及罚1亿元
n13741688,520农运冤案 当事者吁政府速平反
n13741692,6月起 8千多种动物禁止输入台湾
n13741683,台铁EMU3000再获殊荣 德国iF设计奖肯定
n13741684,检察长大换血 蔡清祥要求严办贿选、绿能犯罪
n13741700,胡元辉当选公视新董座
n13741703,支持李鸿钧任监院副院长 民进党：24日一致同意
n13741718,中共警告无效 戴琪和台湾经贸高官面谈合作
n13741969,卢森堡国会和捷克英国议院发声 挺台参与世卫
n13742038,谢金河：除了美元涨外 全球所有资产大缩水
n13742095,拜登亚洲行 专家：中共最怕台湾问题有突破
n13742103,台湾未获邀参与WHA 苏贞昌：中共政治干扰
n13741673,王友群：法轮功功德无量 江泽民罪大恶极
n13742261,蔡英文：感谢众多国家发声挺台参与世卫大会
n13742212,【十字路口】拜登组亚洲小北约？四大战线点火
n13742363,北京积极寻求与太平洋岛国签安全协议 美担忧
n13742827,防禽流感应扩大监测野鸟？ 台农委会：缺直接证据
n13742826,台松山机场筛检站增设原因 陈时中：有其需求
n13742843,台股周线终止连三黑 分析：最坏情况或已过去
n13742901,台铁端午节不加班 拟备而不用 其他国假仍保留
n13742899,台国中会考落幕 自然英语难易适中
n13742898,台湾电动车充电 6/1实施差别费率
n13742895,本周滞留锋徘徊 台5月24日起梅雨旺盛
n13742923,蔡英文：全球防疫体系不应受政治干预 WHA需要台湾
n13742922,马称参加WHA需两岸协商 矢板明夫：台湾不愿自我矮化
n13742921,防疫最后关键时刻 蔡英文吁中央地方合作
n13742920,购买实名制快筛试剂 台立院：参考口罩上网登记
n13742919,台金管会：防疫险核保、理赔 采5大原则
n13742790,近半在台德商 看好台湾经济前景
n13742680,组图：台湾摄影师漆黑水域捕捉到的海洋生物
n13743150,乌抗俄对台启示 专家：以陆制海阻滞共军攻台
n13743377,台原民会主委：艺人在中国发言不当应被谴责
n13743525,拜登：美国愿意保卫台湾 外交部致谢
n13743526,美韩峰会关注台海和平 外交部致谢
n13743604,立委提增订仇恨罪 台法务部长：可讨论立法
n13743606,台首大提原校上课他校毕业 学生不满
n13743608,悼念医师郑达志 林飞帆：台湾是个不容易的国家
n13743539,台快筛阳即确诊本周公布 基层诊所将扮演重要角色　
n13743615,确保饮用水质 台环署提高余氯上限
n13743523,餐饮补助6亿不够 台经长：会争取加码
n13743598,防疫保单理赔 黄天牧：恐逾410亿
n13743592,学者：美正在推与中国脱钩 台湾是重要操盘手
n13743534,台孕妇、产后6周 适用辉瑞口服药
n13743594,房市降温 4月银行新增房贷减120亿元
n13743633,梅雨锋面来袭 24日起5天严防强降雨
n13743626,教师资格考6/4登场 快筛阳只能明年见
n13743620,拜登说武力护台湾 中共跳脚 专家揭虚实
